param,param_label,value,is_default,case,true_ages,n_peaks,peak_ages_str,n_recovered,n_true,n_covered,recovered_str,covered_str
f_d,Peak-distance fraction (f_d),0.2,,2B,"300, 1800",2,"423, 1784",1,2,0,1800,
f_d,Peak-distance fraction (f_d),0.05,,2C,"300, 1800",2,"433, 1797",1,2,1,1800,1800
f_d,Peak-distance fraction (f_d),0.07,,2C,"300, 1800",2,"433, 1797",1,2,1,1800,1800
f_d,Peak-distance fraction (f_d),0.1,*,2C,"300, 1800",2,"433, 1797",1,2,1,1800,1800
f_d,Peak-distance fraction (f_d),0.13,,2C,"300, 1800",2,"433, 1797",1,2,1,1800,1800
f_d,Peak-distance fraction (f_d),0.2,,2C,"300, 1800",2,"433, 1797",1,2,1,1800,1800
f_d,Peak-distance fraction (f_d),0.05,,3A,400,1,402,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.07,,3A,400,1,402,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.1,*,3A,400,1,402,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.13,,3A,400,1,402,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.2,,3A,400,1,402,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.05,,3B,400,1,403,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.07,,3B,400,1,403,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.1,*,3B,400,1,403,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.13,,3B,400,1,403,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.2,,3B,400,1,403,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.05,,3C,400,1,399,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.07,,3C,400,1,399,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.1,*,3C,400,1,399,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.13,,3C,400,1,399,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.2,,3C,400,1,399,1,1,1,400,400
f_d,Peak-distance fraction (f_d),0.05,,4A,"500, 1800",2,"553, 1827",2,2,0,"500, 1800",
f_d,Peak-distance fraction (f_d),0.07,,4A,"500, 1800",2,"553, 1827",2,2,0,"500, 1800",
f_d,Peak-distance fraction (f_d),0.1,*,4A,"500, 1800",2,"553, 1827",2,2,0,"500, 1800",
f_d,Peak-distance fraction (f_d),0.13,,4A,"500, 1800",2,"553, 1827",2,2,0,"500, 1800",
f_d,Peak-distance fraction (f_d),0.2,,4A,"500, 1800",2,"553, 1827",2,2,0,"500, 1800",
f_d,Peak-distance fraction (f_d),0.05,,4B,"500, 1800",2,"574, 1798",2,2,1,"500, 1800",1800
f_d,Peak-distance fraction (f_d),0.07,,4B,"500, 1800",2,"574, 1798",2,2,1,"500, 1800",1800
f_d,Peak-distance fraction (f_d),0.1,*,4B,"500, 1800",2,"574, 1798",2,2,1,"500, 1800",1800
f_d,Peak-distance fraction (f_d),0.13,,4B,"500, 1800",2,"574, 1798",2,2,1,"500, 1800",1800
f_d,Peak-distance fraction (f_d),0.2,,4B,"500, 1800",2,"574, 1798",2,2,1,"500, 1800",1800
f_d,Peak-distance fraction (f_d),0.05,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
f_d,Peak-distance fraction (f_d),0.07,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
f_d,Peak-distance fraction (f_d),0.1,*,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
f_d,Peak-distance fraction (f_d),0.13,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
f_d,Peak-distance fraction (f_d),0.2,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
f_d,Peak-distance fraction (f_d),0.05,,5A,"500, 1500",1,1494,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.07,,5A,"500, 1500",1,1494,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.1,*,5A,"500, 1500",1,1494,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.13,,5A,"500, 1500",1,1494,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.2,,5A,"500, 1500",1,1494,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.05,,5B,"500, 1500",1,1475,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.07,,5B,"500, 1500",1,1475,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.1,*,5B,"500, 1500",1,1475,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.13,,5B,"500, 1500",1,1475,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.2,,5B,"500, 1500",1,1475,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.05,,5C,"500, 1500",1,1437,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.07,,5C,"500, 1500",1,1437,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.1,*,5C,"500, 1500",1,1437,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.13,,5C,"500, 1500",1,1437,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.2,,5C,"500, 1500",1,1437,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.05,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.07,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.1,*,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.13,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.2,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.05,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.07,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.1,*,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.13,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.2,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.05,,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.07,,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.1,*,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.13,,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.2,,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
f_d,Peak-distance fraction (f_d),0.05,,7A,"500, 1500",1,1483,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.07,,7A,"500, 1500",1,1483,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.1,*,7A,"500, 1500",1,1483,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.13,,7A,"500, 1500",1,1483,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.2,,7A,"500, 1500",1,1483,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.05,,7B,"500, 1500",1,1457,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.07,,7B,"500, 1500",1,1457,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.1,*,7B,"500, 1500",1,1457,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.13,,7B,"500, 1500",1,1457,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.2,,7B,"500, 1500",1,1457,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.05,,7C,"500, 1500",1,1473,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.07,,7C,"500, 1500",1,1473,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.1,*,7C,"500, 1500",1,1473,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.13,,7C,"500, 1500",1,1473,1,2,0,1500,
f_d,Peak-distance fraction (f_d),0.2,,7C,"500, 1500",1,1473,1,2,0,1500,
