Sample,Pb7_U35,Pb7_U35.2SE.abs,Pb6_U38,Pb6_U38.2SE.abs,rho,age76
3C,4.283224115,0.065403915,0.167166726,0.0038289,0.85,1690.142193
3C,4.606462815,0.069660429,0.166569986,0.003778388,0.85,1750.43916
3C,3.640909973,0.07778364,0.146471092,0.004693767,0.85,1558.522071
3C,5.9796013,0.123341087,0.212901952,0.006587285,0.85,1972.880941
3C,1.961679351,0.045191405,0.111287163,0.0038456,0.85,1102.458705
3C,5.441625042,0.163004674,0.19005319,0.008539607,0.85,1891.436101
3C,6.634345278,0.154658154,0.220899415,0.007724326,0.85,2063.925656
3C,11.48511988,0.168310178,0.357354716,0.007855351,0.85,2563.372621
3C,2.769253438,0.032947535,0.123230667,0.002199228,0.85,1347.288374
3C,2.286056049,0.050333981,0.106069176,0.003503119,0.85,1207.989112
3C,3.790833404,0.094336687,0.148540357,0.005544746,0.85,1590.805082
3C,1.887951317,0.035844457,0.105768745,0.003012172,0.85,1076.861821
3C,3.361523266,0.046846134,0.146649249,0.003065552,0.85,1495.477859
3C,4.110134554,0.094490743,0.153934362,0.005308356,0.85,1656.318968
3C,5.553863631,0.091649098,0.204581278,0.005063958,0.85,1908.975725
3C,7.04635623,0.127228316,0.251961534,0.006824089,0.85,2117.296387
3C,7.428256482,0.114523379,0.251406322,0.005813996,0.85,2164.380289
3C,3.740459631,0.10352945,0.149463813,0.00620535,0.85,1580.072193
3C,3.013059081,0.066679349,0.124209602,0.004123159,0.85,1410.929394
3C,5.653194665,0.11467638,0.189156217,0.005755617,0.85,1924.24952
3C,2.2264082,0.053028003,0.113573287,0.004057588,0.85,1189.388746
3C,3.044596111,0.062340066,0.122594078,0.003765289,0.85,1418.877694
3C,11.79349776,0.163188922,0.350305658,0.007270871,0.85,2588.147489
3C,1.375570104,0.030423454,0.093811303,0.003112234,0.85,878.5474464
3C,2.263209991,0.048389321,0.113925378,0.00365373,0.85,1200.905083
3C,6.21132209,0.171320298,0.233850974,0.009675094,0.85,2006.043868
3C,9.167795521,0.248155932,0.293051834,0.011898589,0.85,2354.902192
3C,3.380478717,0.081925004,0.138826549,0.005046637,0.85,1499.881215
3C,16.2393048,0.345062368,0.482428608,0.015376393,0.85,2890.990445
3C,14.85687634,0.404114103,0.472655359,0.019284676,0.85,2806.115901
3C,1.835249096,0.032756144,0.099856073,0.002673397,0.85,1058.160936
3C,3.206756781,0.042216965,0.131071666,0.002588338,0.85,1458.792699
3C,11.71424712,0.251685629,0.353789594,0.011401982,0.85,2581.838031
3C,9.377599011,0.214968173,0.300055986,0.010317538,0.85,2375.640495
3C,1.647107165,0.031502933,0.094279356,0.002704811,0.85,988.4423087
3C,2.446629104,0.028018377,0.126787508,0.002177923,0.85,1256.431621
3C,1.966470531,0.035495073,0.110205395,0.002983835,0.85,1104.099987
3C,2.878552384,0.055186675,0.133478968,0.003838523,0.85,1376.313131
3C,5.216487341,0.128399511,0.209155721,0.007722292,0.85,1855.313003
3C,5.202406304,0.074034739,0.199717562,0.00426323,0.85,1853.010438
3C,1.722489771,0.039354783,0.099903348,0.00342383,0.85,1016.953666
3C,3.739028429,0.103042156,0.158969485,0.00657145,0.85,1579.765591
3C,14.27889701,0.218271861,0.442729697,0.010151565,0.85,2768.414069
3C,10.32044098,0.204130092,0.338649291,0.010047319,0.85,2463.938699
3C,4.71408672,0.092307886,0.187621157,0.005510796,0.85,1769.746134
3C,2.206323073,0.029540045,0.112135379,0.002252039,0.85,1183.047998
3C,1.895475151,0.039283174,0.110675968,0.003440591,0.85,1079.503707
3C,2.024943543,0.037493958,0.106375673,0.002954486,0.85,1123.919813
3C,4.799290393,0.059421098,0.199428694,0.003703758,0.85,1784.774904
3C,1.851766051,0.02817687,0.110000496,0.002510687,0.85,1064.058963
3C,16.00719406,0.284900532,0.535391103,0.014293562,0.85,2877.226415
3C,5.374610675,0.1120158,0.211604626,0.006615287,0.85,1880.817402
3C,17.02899084,0.430829102,0.537645994,0.020403459,0.85,2936.468563
3C,2.419126546,0.034162478,0.116296644,0.002463481,0.85,1248.296819
3C,1.580788337,0.024747264,0.100650493,0.002363527,0.85,962.6795036
3C,3.702263145,0.081403731,0.15732785,0.005188883,0.85,1571.857555
3C,1.550792453,0.015807632,0.096292699,0.001472305,0.85,950.8088306
3C,3.863939358,0.106649054,0.172286726,0.00713296,0.85,1606.182339
3C,1.97210013,0.045052948,0.106589391,0.003652578,0.85,1106.025098
3C,4.924912547,0.090459765,0.193087449,0.005319885,0.85,1806.534931
3C,2.786682662,0.034193049,0.13611088,0.002505154,0.85,1351.972736
3C,2.544459376,0.073931005,0.127888712,0.005573841,0.85,1284.85114
3C,18.54607598,0.251237632,0.567528104,0.011532177,0.85,3018.504898
3C,1.985288942,0.03891732,0.107044683,0.003147571,0.85,1110.520932
3C,6.152229292,0.156121098,0.232579972,0.008853045,0.85,1997.689087
3C,5.690785541,0.059372293,0.223549057,0.00349845,0.85,1929.970338
3C,1.724810585,0.034574791,0.094731491,0.002848418,0.85,1017.818872
3C,2.549854005,0.048130563,0.126548217,0.00358305,0.85,1286.395367
3C,3.516497727,0.076212399,0.149746739,0.00486815,0.85,1530.930451
3C,3.103458576,0.062843817,0.135717426,0.004122337,0.85,1433.548432
3C,1.927488817,0.032836632,0.101562677,0.002595327,0.85,1090.668626
3C,4.036514822,0.102631444,0.165481868,0.006311253,0.85,1641.584342
3C,4.547559141,0.04961773,0.188106656,0.003078605,0.85,1739.714715
3C,5.252365168,0.080684605,0.205532607,0.004735957,0.85,1861.156337
3C,1.600705446,0.025782433,0.094695943,0.00228789,0.85,970.4855904
3C,2.886178183,0.06761048,0.144297527,0.005070386,0.85,1378.307562
3C,5.035390831,0.082737424,0.211043976,0.005201553,0.85,1825.293815
3C,1.301738245,0.024472616,0.100189258,0.00282533,0.85,846.4889032
3C,4.780945219,0.141197603,0.212777192,0.009426053,0.85,1781.557803
3C,2.257908794,0.066887557,0.124077018,0.005513426,0.85,1199.254217
3C,1.432274951,0.018919905,0.095836323,0.001898952,0.85,902.4998863
3C,1.978050522,0.044228661,0.106677182,0.003577908,0.85,1108.055947
3C,3.344960199,0.074672789,0.164283434,0.005501188,0.85,1491.614559
3C,1.589100524,0.047614314,0.096991693,0.004359252,0.85,965.9445879
3C,1.076245929,0.027521929,0.089180192,0.003420795,0.85,741.7996866
3C,9.573691134,0.223626726,0.396048142,0.013876615,0.85,2394.647863
3C,4.002775912,0.098164759,0.171546334,0.006310547,0.85,1634.759548
3C,1.601575885,0.029383666,0.101198248,0.002784984,0.85,970.8253755
3C,10.24630625,0.206744675,0.413809015,0.012524437,0.85,2457.267342
3C,2.059686753,0.041066921,0.117026742,0.003499994,0.85,1135.515604
3C,1.354671796,0.022410516,0.091833727,0.002278826,0.85,869.5754207
3C,2.026180544,0.033113099,0.116781519,0.002862774,0.85,1124.334952
3C,2.203519176,0.055606318,0.11726187,0.004438696,0.85,1182.159667
3C,1.64890123,0.049186272,0.106273348,0.004755157,0.85,989.130247
3C,2.165021825,0.037578618,0.123768839,0.003222412,0.85,1169.883689
3C,2.410561018,0.043465836,0.126795678,0.003429459,0.85,1245.74991
3C,3.238093267,0.095388082,0.158039309,0.006983307,0.85,1466.328341
3C,1.231725675,0.032872394,0.088322373,0.003535732,0.85,815.1242642
3C,3.066976666,0.055718022,0.151151398,0.00411897,0.85,1424.480773
3C,5.726649625,0.070023766,0.249332093,0.004573138,0.85,1935.39848
3C,2.588953183,0.048021195,0.135687057,0.003775187,0.85,1297.517965
3C,3.085239255,0.057682974,0.148671699,0.004169446,0.85,1429.030102
3C,1.85028764,0.038482978,0.107878849,0.003365557,0.85,1063.532432
3C,1.847774438,0.020576115,0.10246917,0.001711587,0.85,1062.636737
3C,3.752039069,0.082547069,0.175120609,0.005779135,0.85,1582.549427
3C,8.155981687,0.215861103,0.299680429,0.011897283,0.85,2248.471749
3C,4.000107736,0.080617194,0.176595248,0.005338586,0.85,1634.21786
3C,3.685319071,0.076761508,0.160225878,0.005006017,0.85,1568.192129
3C,2.236339449,0.062743554,0.124930676,0.005257651,0.85,1192.509409
3C,1.650215232,0.027983255,0.100759257,0.002562913,0.85,989.6338087
3C,2.646521677,0.060066918,0.13801003,0.004698528,0.85,1313.675939
3C,14.47827378,0.159902386,0.512076272,0.008483285,0.85,2781.578259
3C,8.762870832,0.122764787,0.358404628,0.007531687,0.85,2313.638117
3C,1.4488305,0.029119022,0.098451537,0.002968062,0.85,909.3877885
3C,6.313178234,0.131389811,0.249259481,0.007781379,0.85,2020.28528
