Sample,Pb7_U35,Pb7_U35.2SE.abs,Pb6_U38,Pb6_U38.2SE.abs,rho,age76
1B,18.19903926,0.362345258,0.592689133,0.011800518,0.85,3000.315012
1B,18.00886418,0.271010459,0.590193755,0.008881664,0.85,2990.207043
1B,18.17221128,0.459685548,0.592338375,0.014983834,0.85,2998.895163
1B,18.19043941,0.509929624,0.592576741,0.016611607,0.85,2999.860088
1B,18.28285701,0.542037962,0.593782339,0.017604063,0.85,3004.738248
1B,18.08263805,0.206801056,0.591164264,0.006760816,0.85,2994.140142
1B,10.76858151,0.240517599,0.398680027,0.013356852,0.85,2503.35929
1B,4.656301161,0.100969829,0.212244769,0.006903651,0.85,1759.425469
1B,3.114821089,0.079263038,0.173325413,0.006615933,0.85,1436.356151
1B,9.068637992,0.138666696,0.347643987,0.00797363,0.85,2344.951458
1B,2.441919088,0.059106417,0.156931133,0.005697755,0.85,1255.043093
1B,2.27739528,0.030118738,0.156013079,0.003094928,0.85,1205.309423
1B,2.278480082,0.0469251,0.145184686,0.004485099,0.85,1205.645454
1B,4.618644901,0.090713027,0.213641362,0.006294072,0.85,1752.643056
1B,2.029305745,0.021512856,0.143658697,0.002284408,0.85,1125.383019
1B,12.20168642,0.219740475,0.416618623,0.011254343,0.85,2620.038159
1B,4.051560388,0.078499736,0.214700684,0.006239799,0.85,1644.613071
1B,11.14967538,0.288655514,0.386576791,0.015012211,0.85,2535.718588
1B,3.861654244,0.072443831,0.194069417,0.005461053,0.85,1605.705193
1B,3.633774571,0.069642165,0.190783202,0.005484609,0.85,1556.959718
1B,11.70793471,0.191812615,0.407701606,0.010019143,0.85,2581.333785
1B,3.212490919,0.093166162,0.174708148,0.007600125,0.85,1460.175803
1B,6.916642944,0.131365405,0.275978307,0.007862341,0.85,2100.794279
1B,2.447165353,0.042401324,0.150923729,0.003922517,0.85,1256.589589
1B,3.097516041,0.087169449,0.172853385,0.007296589,0.85,1432.076912
1B,5.88123965,0.073610421,0.247493706,0.004646499,0.85,1958.469632
1B,12.9500902,0.214077123,0.443738056,0.011003109,0.85,2676.027795
1B,9.347391889,0.117658015,0.353672521,0.00667765,0.85,2372.680608
1B,7.997730019,0.112371691,0.30756692,0.00648218,0.85,2230.768468
1B,4.525097536,0.101857969,0.212700791,0.007181703,0.85,1735.595168
1B,7.230598231,0.130159654,0.285166029,0.007700008,0.85,2140.284004
1B,2.441544101,0.040149517,0.152968503,0.003773193,0.85,1254.932464
1B,4.354636371,0.123033443,0.211460298,0.00896172,0.85,1703.774988
1B,2.141513073,0.054077064,0.147182822,0.005574947,0.85,1162.313605
1B,5.161038332,0.078221565,0.22887042,0.005203198,0.85,1846.215488
1B,4.291902855,0.057314029,0.201967717,0.004045612,0.85,1691.808792
1B,12.05633814,0.222511857,0.420162718,0.011631789,0.85,2608.796971
1B,3.852728907,0.09945727,0.19480376,0.007543218,0.85,1603.839375
1B,7.689327437,0.104014513,0.309718898,0.006284411,0.85,2195.355172
1B,5.752482558,0.171658912,0.246254777,0.011022674,0.85,1939.290474
1B,1.946698996,0.031860703,0.138661605,0.003404114,0.85,1097.309803
1B,5.110463382,0.13159074,0.234022039,0.009038848,0.85,1837.845977
1B,2.741728687,0.071361135,0.15889096,0.00620337,0.85,1339.846393
1B,5.158181611,0.067420067,0.225579549,0.00442266,0.85,1845.744571
1B,4.470113521,0.113954269,0.214496005,0.008202052,0.85,1725.439782
1B,15.3461339,0.417660679,0.5159485,0.021063097,0.85,2836.971529
1B,2.603345912,0.064448304,0.160079817,0.005944392,0.85,1301.581798
1B,8.642318699,0.150014118,0.316820752,0.008249103,0.85,2301.022093
1B,9.192345773,0.124334081,0.339637381,0.006890815,0.85,2357.35089
1B,10.20233917,0.235376091,0.368657253,0.012757825,0.85,2453.289954
1B,5.022016362,0.069534907,0.237964808,0.004942296,0.85,1823.041222
1B,8.824519461,0.185475298,0.338526452,0.010672813,0.85,2320.029697
1B,2.468497994,0.048688263,0.159061515,0.004705956,0.85,1262.853882
1B,8.069026866,0.142881403,0.315843717,0.008389152,0.85,2238.782522
1B,7.832340281,0.0886745,0.309547822,0.005256858,0.85,2211.930768
1B,5.499271904,0.119419035,0.231332375,0.007535222,0.85,1900.482465
1B,9.335872151,0.172290539,0.355491945,0.009840735,0.85,2371.549553
1B,9.961882032,0.110630766,0.368851477,0.006144369,0.85,2431.257537
1B,6.550073529,0.18728843,0.269982531,0.01157955,0.85,2052.655026
1B,12.24384009,0.331167057,0.437158959,0.017736181,0.85,2623.275164
1B,2.882648359,0.051960599,0.170114081,0.004599536,0.85,1377.384868
1B,6.985684212,0.206585424,0.284350668,0.012613518,0.85,2109.611073
1B,4.914100609,0.080697948,0.223461786,0.005504438,0.85,1804.68034
1B,10.08595996,0.183296059,0.35550305,0.009691042,0.85,2442.686134
1B,5.60391725,0.092942364,0.243429505,0.006056009,0.85,1916.701016
1B,5.275194543,0.086588683,0.236859871,0.005831837,0.85,1864.857072
1B,6.946650475,0.123524882,0.274820394,0.007330257,0.85,2104.635748
1B,8.993594074,0.256767985,0.342539653,0.014669311,0.85,2337.355227
1B,3.983292536,0.113436237,0.199301361,0.008513559,0.85,1630.797405
1B,4.23466671,0.044593788,0.203510042,0.003214639,0.85,1680.766793
1B,3.066806506,0.078918114,0.172362307,0.006653097,0.85,1424.438289
1B,7.012650005,0.092649493,0.281153753,0.005571807,0.85,2113.034009
1B,2.699293354,0.073185515,0.167389246,0.006807597,0.85,1328.265031
1B,10.01854429,0.196716832,0.361064563,0.010634401,0.85,2436.49256
1B,3.919932995,0.071940123,0.207405358,0.005709575,0.85,1617.804652
1B,12.02521981,0.33053343,0.416660822,0.017178937,0.85,2606.37403
1B,6.377260088,0.091108905,0.26312888,0.005638797,0.85,2029.143837
1B,11.42255652,0.206746916,0.397519082,0.010792572,0.85,2558.271711
1B,2.993060859,0.067896654,0.161805735,0.005505769,0.85,1405.8568
1B,5.480719825,0.159895345,0.244126667,0.010683282,0.85,1897.579924
1B,15.07612944,0.432948476,0.50860364,0.021908724,0.85,2820.059428
1B,2.510089037,0.071072913,0.158010246,0.006711066,0.85,1274.957002
1B,4.036025572,0.06543642,0.206211966,0.005014998,0.85,1641.485702
1B,10.08654886,0.243659529,0.358969484,0.013007373,0.85,2442.740071
1B,2.589495875,0.067108783,0.158978605,0.00618008,0.85,1297.671491
1B,4.643398661,0.091283496,0.21130044,0.006230859,0.85,1757.106649
1B,5.549047968,0.064084411,0.235700278,0.004083055,0.85,1908.229366
1B,2.787093444,0.03665158,0.166467402,0.003283686,0.85,1352.082879
1B,9.495488477,0.280533331,0.346821498,0.015369666,0.85,2387.110216
1B,8.575617267,0.183272898,0.329028631,0.010547701,0.85,2293.973701
1B,2.161843772,0.0483297,0.148372362,0.004975469,0.85,1168.863613
1B,2.661591083,0.049923015,0.154346775,0.004342585,0.85,1317.863406
1B,2.105906413,0.034567785,0.144542466,0.003558928,0.85,1150.739294
1B,3.715471323,0.049703572,0.188149445,0.003775443,0.85,1574.705664
1B,2.132906768,0.04300763,0.145683461,0.004406311,0.85,1159.528104
1B,5.471346874,0.062026006,0.242665488,0.004126471,0.85,1896.110331
1B,4.390585214,0.085089987,0.200107973,0.005817169,0.85,1710.569075
1B,2.264749684,0.058057177,0.150426685,0.005784314,0.85,1201.384062
1B,5.966283569,0.138719624,0.244555224,0.008529081,0.85,1970.941645
1B,3.629748832,0.073013292,0.184580874,0.005569335,0.85,1556.077188
1B,3.117917761,0.043562528,0.173364162,0.003633281,0.85,1437.120006
1B,4.107203881,0.11960561,0.193650659,0.008458932,0.85,1655.736476
1B,10.73590417,0.270662026,0.384381476,0.014535916,0.85,2500.535996
1B,3.314959264,0.051277759,0.178066025,0.004131647,0.85,1484.57926
1B,7.278490339,0.1428219,0.29119482,0.008570939,0.85,2146.175179
1B,2.779176247,0.041173667,0.16614147,0.003692094,0.85,1349.957924
1B,6.14137994,0.153753219,0.268615656,0.010087437,0.85,1996.147664
1B,7.427151898,0.129124429,0.288590384,0.007525914,0.85,2164.247207
1B,8.626758313,0.235885296,0.328960722,0.013492379,0.85,2299.382185
1B,1.82028805,0.034983439,0.138986402,0.004006692,0.85,1052.788775
1B,13.45668925,0.287479922,0.456328426,0.014623054,0.85,2712.247785
1B,4.530841791,0.122136712,0.210015915,0.008492016,0.85,1736.650278
1B,1.891071049,0.02905007,0.13899747,0.003202857,0.85,1077.958104
1B,4.051420292,0.054272824,0.197563025,0.003969831,0.85,1644.584911
1B,9.323656781,0.220286211,0.355601872,0.012602489,0.85,2370.348821
1B,9.618272184,0.123124542,0.356897422,0.006853024,0.85,2398.919945
1B,3.322416487,0.050806234,0.183568403,0.004210679,0.85,1486.332556
1B,5.713732789,0.100369489,0.244426829,0.006440535,0.85,1933.446818
1B,2.322743317,0.025022649,0.158539636,0.002561894,0.85,1219.26257
1B,9.313432853,0.232291135,0.346601888,0.012967165,0.85,2369.342749
1B,6.127894354,0.166901098,0.264240453,0.010795394,0.85,1994.22843
1B,3.750456071,0.106764006,0.190259304,0.00812415,0.85,1582.211127
1B,8.792069792,0.123187883,0.323880238,0.00680695,0.85,2316.67041
1B,9.814460048,0.255709987,0.361135705,0.014113768,0.85,2417.509399
1B,7.957624309,0.14356315,0.312323265,0.008451915,0.85,2226.23247
1B,9.118333862,0.207761299,0.336898843,0.011514364,0.85,2349.950766
