Sample,Pb7_U35,Pb7_U35.2SE.abs,Pb6_U38,Pb6_U38.2SE.abs,rho,age76
5A,8.205301073,0.135797005,0.36967162,0.009177049,0.85,2253.926508
5A,9.59612922,0.188258864,0.400716627,0.011792014,0.85,2396.800291
5A,10.41468986,0.215109644,0.418987915,0.012980945,0.85,2472.357324
5A,6.40381645,0.174275903,0.329460251,0.013449085,0.85,2032.792409
5A,14.39945373,0.413534981,0.507932781,0.021880827,0.85,2776.394412
5A,14.26962012,0.369615935,0.505034734,0.019622339,0.85,2767.797371
5A,7.05795314,0.140051418,0.344061393,0.010240849,0.85,2118.758767
5A,6.757167797,0.15647753,0.337347491,0.011718068,0.85,2080.131282
5A,9.015847103,0.227655936,0.387764011,0.014686936,0.85,2339.613696
5A,11.43586723,0.32846726,0.441781859,0.019033652,0.85,2559.359106
5A,8.74339027,0.223883512,0.381682437,0.014660058,0.85,2311.610026
5A,8.185867966,0.101255679,0.369237849,0.006850971,0.85,2251.78069
5A,4.448777953,0.045582418,0.28582137,0.004392812,0.85,1721.47165
5A,8.518263212,0.136620572,0.376657323,0.009061555,0.85,2287.873683
5A,3.940514885,0.061780057,0.274476309,0.006454929,0.85,1622.043513
5A,4.555954054,0.048201949,0.288213673,0.004573947,0.85,1741.250094
5A,12.00491665,0.277618269,0.454483747,0.015765165,0.85,2604.790059
5A,4.457550845,0.106813686,0.286017192,0.010280494,0.85,1723.105169
5A,4.547371991,0.059589944,0.288022111,0.005661475,0.85,1739.68046
5A,5.42076759,0.120508391,0.307517383,0.010254569,0.85,1888.14304
5A,15.43880339,0.350895699,0.531132353,0.018107497,0.85,2842.711683
5A,7.058149249,0.169363954,0.34406577,0.012384055,0.85,2118.783478
5A,6.23677252,0.121513375,0.325731624,0.009519527,0.85,2009.621082
5A,14.72109342,0.327099029,0.515112177,0.017168496,0.85,2797.383704
5A,6.386114323,0.104354333,0.329065118,0.00806579,0.85,2030.361776
5A,5.721481142,0.120053196,0.314229682,0.009890169,0.85,1934.618001
5A,8.834012122,0.244949998,0.383705229,0.015959101,0.85,2321.010308
5A,3.921746158,0.104897483,0.274057367,0.010995585,0.85,1618.178786
5A,7.995932793,0.124834332,0.364998261,0.008547654,0.85,2230.565633
5A,10.31856668,0.27389055,0.416842326,0.016596662,0.85,2463.770571
5A,4.402073593,0.076148774,0.284778871,0.007389323,0.85,1712.730749
5A,9.468700269,0.125697243,0.397872255,0.007922647,0.85,2384.515285
5A,13.59675734,0.405270841,0.490015603,0.021908426,0.85,2722.038284
5A,14.1681683,0.264598768,0.502770204,0.014084288,0.85,2761.028625
5A,8.317532741,0.121910457,0.37217677,0.008182518,0.85,2266.23127
5A,11.04303538,0.16424692,0.433013365,0.009660538,0.85,2526.767037
5A,2.745263315,0.057075531,0.190027515,0.005926164,0.85,1340.805123
5A,3.171137909,0.068948399,0.188513833,0.006148137,0.85,1450.158784
5A,3.85104222,0.087097654,0.247958298,0.008411977,0.85,1603.486391
5A,6.597703101,0.144948527,0.323315947,0.010654656,0.85,2059.040441
5A,6.173651175,0.155752893,0.297095234,0.011242968,0.85,2000.72575
5A,1.844667906,0.034683029,0.145374869,0.004099958,0.85,1061.528488
5A,2.546210564,0.027547297,0.167896761,0.002724697,0.85,1285.35268
5A,2.850895291,0.03334517,0.191782106,0.003364736,0.85,1369.046722
5A,1.939668236,0.02363611,0.14024129,0.002563396,0.85,1094.884226
5A,2.487543485,0.036543763,0.169391347,0.003732717,0.85,1268.414089
5A,5.475892352,0.152846927,0.307621577,0.012879822,0.85,1896.823286
5A,4.248470255,0.076212464,0.253533422,0.006822129,0.85,1683.440782
5A,4.741901432,0.142137867,0.252181719,0.01133867,0.85,1774.676768
5A,6.248464594,0.124583961,0.31655547,0.009467382,0.85,2011.260259
5A,7.093202266,0.11963288,0.340651498,0.008618065,0.85,2123.190824
5A,1.605034941,0.026494078,0.122928323,0.00304374,0.85,972.1745323
5A,2.803027,0.046109365,0.197083862,0.004862999,0.85,1356.34597
5A,4.341072707,0.084760079,0.23061578,0.00675421,0.85,1701.19969
5A,2.087044845,0.025123602,0.162732898,0.002938439,0.85,1144.55427
5A,2.100414035,0.022729802,0.150182439,0.002437817,0.85,1148.942135
5A,6.587314929,0.116530178,0.327318127,0.008685429,0.85,2057.65118
5A,5.92540937,0.07253535,0.289901199,0.005323198,0.85,1964.966406
5A,4.524144745,0.121355994,0.284327479,0.011440232,0.85,1735.420052
5A,6.221408715,0.177980147,0.313059194,0.013433852,0.85,2007.463113
5A,5.059048912,0.051527403,0.255143943,0.003898036,0.85,1829.266226
5A,7.067976611,0.190755547,0.343188519,0.013893321,0.85,2120.02104
5A,3.016369224,0.085592112,0.173629987,0.007390354,0.85,1411.76658
5A,2.90455094,0.063942755,0.18075039,0.005968743,0.85,1383.096695
5A,5.923305477,0.078837746,0.29805314,0.005950521,0.85,1964.657893
5A,2.507193663,0.032278547,0.172298924,0.003327361,0.85,1274.119096
5A,4.737128751,0.102761476,0.278723899,0.009069443,0.85,1773.832429
5A,1.847326226,0.040440469,0.129325821,0.004246676,0.85,1062.476913
5A,3.143760328,0.047386812,0.18600237,0.004205502,0.85,1443.472272
5A,4.145624793,0.122993812,0.244512295,0.010881411,0.85,1663.346498
5A,6.213733482,0.172699093,0.323975046,0.01350642,0.85,2006.383345
5A,5.371425011,0.104184255,0.285644793,0.008310557,0.85,1880.309845
5A,2.803356763,0.059988124,0.187204539,0.006008894,0.85,1356.434011
5A,1.853709851,0.019394999,0.129318273,0.002029547,0.85,1064.750825
5A,3.116421277,0.067376366,0.219607204,0.007121792,0.85,1436.750941
5A,3.077013918,0.038838605,0.186786774,0.003536483,0.85,1426.98364
5A,4.972346595,0.137339798,0.256498009,0.01062699,0.85,1814.631583
5A,6.484934204,0.127298135,0.325230248,0.00957632,0.85,2043.856656
5A,2.782078884,0.076602361,0.199409336,0.00823587,0.85,1350.737501
5A,0.90326505,0.019020924,0.094936836,0.002998765,0.85,653.4709436
5A,2.970304381,0.08031306,0.17378507,0.007048374,0.85,1400.053574
5A,3.976065763,0.056206741,0.235002932,0.004983098,0.85,1629.323827
5A,3.805720681,0.069535687,0.254199918,0.006966867,0.85,1593.955442
5A,5.030391977,0.074932367,0.274269963,0.006128259,0.85,1824.452468
