pb207_u235_ratio,pb206_u238_ratio,pb207_u235_ratio_1sigma_abs,pb206_u238_ratio_1sigma_abs,true_upper_intercept_ma,true_lower_intercept_ma,is_concordant,case_id,tier,sample_id
2.2260833032147977,0.0660121646027266,0.0130815767352509,0.0005818806480401,3150,0.0,False,8,A,8A
6.341189729495216,0.1880413278317315,0.0931632615485437,0.0041439881522321,3150,0.0,False,8,A,8A
1.342844210334474,0.0398206360563427,0.0188347650760015,0.0008377877934678,3150,0.0,False,8,A,8A
2.184523840375381,0.0647797623391659,0.0296355624579357,0.0013182172636413,3150,0.0,False,8,A,8A
1.3760552830436847,0.0408054755702762,0.0158225249075933,0.0007038005611396,3150,0.0,False,8,A,8A
7.819594687235367,0.2318818756130707,0.0503991792305162,0.0022418021668837,3150,0.0,False,8,A,8A
6.909596977701054,0.2048968483667265,0.0585152904192019,0.002602814308892,3150,0.0,False,8,A,8A
1.7306431768853436,0.0513204075050364,0.0100849769833216,0.0004485891159214,3150,0.0,False,8,A,8A
2.061003756944116,0.0611169038704681,0.0158073972311709,0.0007031276680826,3150,0.0,False,8,A,8A
2.878334895350403,0.0853540011819175,0.0401861826910575,0.0017875186225463,3150,0.0,False,8,A,8A
5.6350920534908875,0.1671027421342928,0.0691422760064412,0.0030755124694702,3150,0.0,False,8,A,8A
1.3592267648933447,0.0403064435221242,0.0143378370941074,0.0006377602722255,3150,0.0,False,8,A,8A
2.615175335693886,0.0775502805647511,0.0206838882286436,0.0009200385037714,3150,0.0,False,8,A,8A
1.959135420586565,0.0580961052427935,0.0183198177193831,0.0008148824581524,3150,0.0,False,8,A,8A
1.0701291014501322,0.0317335556531406,0.010903099817053,0.0004849799772298,3150,0.0,False,8,A,8A
2.998240370679292,0.0889096722400257,0.0373817494649019,0.0016627748354596,3150,0.0,False,8,A,8A
3.496150375479049,0.1036746709921925,0.0228398020886129,0.001015935548856,3150,0.0,False,8,A,8A
4.714244566427492,0.1397959761196291,0.0693854973178231,0.0030863311786478,3150,0.0,False,8,A,8A
2.0091968109482936,0.0595806232462426,0.0236614805140855,0.0010524845661779,3150,0.0,False,8,A,8A
6.207379774347915,0.1840733340141098,0.0809519620705483,0.0036008182425591,3150,0.0,False,8,A,8A
1.452612078117619,0.0430756869997315,0.0143602912451201,0.0006387590536573,3150,0.0,False,8,A,8A
1.5582701261442808,0.0462088655505369,0.0164428358652381,0.000731392567006,3150,0.0,False,8,A,8A
1.6231844683594812,0.0481338322564994,0.017790792490711,0.0007913509260505,3150,0.0,False,8,A,8A
1.134121694017154,0.0336311888404472,0.0069084342151233,0.0003072935517937,3150,0.0,False,8,A,8A
1.2662895468744313,0.0375504878376608,0.0173195354001953,0.0007703889742329,3150,0.0,False,8,A,8A
1.6988005428338846,0.050376147603642,0.0162048054107876,0.0007208047519519,3150,0.0,False,8,A,8A
3.662466940356924,0.1086066142132854,0.0207500308336474,0.0009229805880967,3150,0.0,False,8,A,8A
1.7213324113246429,0.051044306521806,0.0244596252982793,0.0010879867853412,3150,0.0,False,8,A,8A
5.002004966030185,0.1483292088325679,0.0277809059474999,0.0012357204244586,3150,0.0,False,8,A,8A
4.807398776498443,0.1425583664757133,0.039324093986739,0.0017491721185974,3150,0.0,False,8,A,8A
1.9957137513610923,0.0591807972615037,0.0149556309018749,0.0006652403129342,3150,0.0,False,8,A,8A
1.7846494517884552,0.0529219069203259,0.0098505844239508,0.0004381631178095,3150,0.0,False,8,A,8A
1.1435478608501153,0.0339107119273198,0.0148892891015835,0.000662289368218,3150,0.0,False,8,A,8A
1.341681187177289,0.0397861478249373,0.0136076374453943,0.0006052803156124,3150,0.0,False,8,A,8A
1.2274294284268026,0.0363981317997076,0.0078527057498273,0.0003492956241478,3150,0.0,False,8,A,8A
2.0946812318322787,0.0621155740516383,0.0173333942819941,0.00077100543013,3150,0.0,False,8,A,8A
2.56428764431984,0.0760412594717915,0.0251533649147437,0.0011188449659542,3150,0.0,False,8,A,8A
2.9021395491164372,0.0860599032119291,0.0299710416062392,0.0013331396868453,3150,0.0,False,8,A,8A
0.8207116869058177,0.0362372282799978,0.0111675804197065,0.000739630312558,2500,0.0,False,8,A,8A
2.9607469136621924,0.1307271036850583,0.0425145439826551,0.0028157438113153,2500,0.0,False,8,A,8A
2.8811650197807284,0.1272132908546238,0.0373143957067701,0.0024713373105254,2500,0.0,False,8,A,8A
0.5652688634522829,0.0249585538640513,0.0060198342177984,0.0003986944079848,2500,0.0,False,8,A,8A
0.8992112210906779,0.0397032512275384,0.0089215530448662,0.000590875625613,2500,0.0,False,8,A,8A
0.8621783587180247,0.0380681236802276,0.009982846667161,0.0006611652410957,2500,0.0,False,8,A,8A
1.1882362405903155,0.0524646944692271,0.0150018645205965,0.0009935754503045,2500,0.0,False,8,A,8A
1.7206053815181226,0.0759706130479656,0.0247100864203027,0.0016365522571151,2500,0.0,False,8,A,8A
1.142183864367733,0.0504313245335488,0.0146233970786921,0.0009685095021019,2500,0.0,False,8,A,8A
1.0543690607724974,0.046554000577994,0.0065210467656824,0.0004318897806185,2500,0.0,False,8,A,8A
0.6245546617206525,0.027576224648919,0.0031996103068373,0.0002119106093146,2500,0.0,False,8,A,8A
1.105729524891501,0.0488217407509941,0.0088671479353718,0.0005872723680918,2500,0.0,False,8,A,8A
0.5812060887905133,0.0256622368771549,0.0045561235714083,0.000301752660337,2500,0.0,False,8,A,8A
0.6340512741841139,0.0279955325730239,0.0033541280904955,0.0002221443423461,2500,0.0,False,8,A,8A
1.8905375245048277,0.0834736984258946,0.0218597000727176,0.0014477707963203,2500,0.0,False,8,A,8A
5.915822307595537,0.2612037903742486,0.0436914725160511,0.0028936919420919,2500,0.0,False,8,A,8A
0.6253271981269614,0.0276103347737736,0.0074921751286303,0.0004962077391759,2500,0.0,False,8,A,8A
0.6332860990805126,0.0279617474748637,0.0041493728004988,0.0002748135035533,2500,0.0,False,8,A,8A
0.7156638088154129,0.0315990051385157,0.0079549153071796,0.0005268550817543,2500,0.0,False,8,A,8A
4.968065510223791,0.2193570859002805,0.0334414323778285,0.0022148304424435,2500,0.0,False,8,A,8A
3.7489745576428817,0.1655300503559164,0.0426036596165518,0.0028216459514097,2500,0.0,False,8,A,8A
0.8992359121026643,0.0397043414201749,0.0107888161585138,0.0007145447059751,2500,0.0,False,8,A,8A
0.8018306338388226,0.0354035652030957,0.00781118329827,0.0005173356919958,2500,0.0,False,8,A,8A
3.1736632099152784,0.1401280864600729,0.0352590030470416,0.0023352083857081,2500,0.0,False,8,A,8A
0.8186894335198939,0.0361479388757467,0.0066890276084888,0.0004430151738191,2500,0.0,False,8,A,8A
5.922160452286857,0.2614836411424482,0.0631167219989652,0.0041802287572836,2500,0.0,False,8,A,8A
0.746300665970414,0.0329517271774732,0.0078297715217956,0.0005185667924723,2500,0.0,False,8,A,8A
1.157259829925446,0.0510969799813418,0.0160442836889802,0.0010626150082349,2500,0.0,False,8,A,8A
0.5796566491657268,0.0255938238177514,0.0077522257881028,0.0005134309283824,2500,0.0,False,8,A,8A
1.0262601692141402,0.0453128968672158,0.0080111042453701,0.0005305764824834,2500,0.0,False,8,A,8A
1.4429489344447468,0.0637111311659126,0.0191504347873551,0.0012683358019432,2500,0.0,False,8,A,8A
0.620456191902113,0.0273952631873209,0.0053664457307702,0.0003554204029882,2500,0.0,False,8,A,8A
0.5583849327693956,0.0246546047774239,0.0067308075235059,0.0004457822630579,2500,0.0,False,8,A,8A
1.2698747643672597,0.0560693145443969,0.0084288103109346,0.0005582412098656,2500,0.0,False,8,A,8A
2.5176341468297405,0.11116215933045,0.0375208471186795,0.0024850106145518,2500,0.0,False,8,A,8A
2.8213002002918137,0.1245700543022856,0.0263447095681352,0.0017448135620986,2500,0.0,False,8,A,8A
1.0743744805488171,0.0474373082910897,0.007873577929554,0.0005214680965905,2500,0.0,False,8,A,8A
1.6153986099686994,0.0713253742167614,0.0120131937156056,0.0007956353918002,2500,0.0,False,8,A,8A
0.6293554102454785,0.0277881941175942,0.0035124859247528,0.0002326324024312,2500,0.0,False,8,A,8A
1.3330851377997548,0.0588602687470511,0.0169118858491102,0.0011200764128325,2500,0.0,False,8,A,8A
0.3012159686792174,0.0193138691510367,0.0025319937075693,0.0002435259095343,1850,0.0,False,8,A,8A
0.4912689891743233,0.0315000065118712,0.0055554281164972,0.0005343183440298,1850,0.0,False,8,A,8A
1.1531803886666394,0.0739415484242415,0.0109345409533581,0.0010516787711778,1850,0.0,False,8,A,8A
0.7462751634156762,0.0478509187945101,0.0084610422267301,0.0008137788801421,1850,0.0,False,8,A,8A
0.2637247115742535,0.0169099420378487,0.0032192768646815,0.0003096284655726,1850,0.0,False,8,A,8A
0.2685128213830902,0.017216954068898,0.0025242586906045,0.0002427819594067,1850,0.0,False,8,A,8A
0.4478385764833518,0.028715262689799,0.0055252241002395,0.0005314133366008,1850,0.0,False,8,A,8A
0.3391141849480019,0.0217438903523778,0.0033562122128948,0.0003227988400176,1850,0.0,False,8,A,8A
0.2627836720979744,0.0168496028951714,0.0015368095589176,0.0001478095875584,1850,0.0,False,8,A,8A
0.4461255506409746,0.0286054240344412,0.0038933481256113,0.0003744603079339,1850,0.0,False,8,A,8A
2.507627095803751,0.160788227198957,0.0342405583804703,0.0032932400651861,1850,0.0,False,8,A,8A
0.3435848915300573,0.0220305505925939,0.0046663133547374,0.0004488037235192,1850,0.0,False,8,A,8A
4.200526976792264,0.2693364125112642,0.0586240196900448,0.005638429381912,1850,0.0,False,8,A,8A
0.3753922076520777,0.024070025273568,0.0029991722098313,0.0002884589081188,1850,0.0,False,8,A,8A
0.4222478627517733,0.0270743945158421,0.0024693544451176,0.0002375012960783,1850,0.0,False,8,A,8A
0.6825719046298997,0.043766286727764,0.0061973566687706,0.0005960587164806,1850,0.0,False,8,A,8A
1.3903884740719707,0.0891512530862328,0.0138610134487069,0.0013331454565122,1850,0.0,False,8,A,8A
1.4078584685188655,0.0902714234022229,0.0134208320331371,0.0012908090244483,1850,0.0,False,8,A,8A
0.3954016327726509,0.0253530230517428,0.0041155641373028,0.0003958329346503,1850,0.0,False,8,A,8A
0.795940862718424,0.0510354671497454,0.0081945459168849,0.0007881473961267,1850,0.0,False,8,A,8A
0.3423502754026987,0.0219513874113053,0.002815804815698,0.0002708227223329,1850,0.0,False,8,A,8A
1.2707574844857663,0.0814805532577731,0.0119246136143445,0.0011469034727839,1850,0.0,False,8,A,8A
0.5118987546862477,0.0328227803125465,0.0054372387586444,0.0005229509497182,1850,0.0,False,8,A,8A
1.6885664911105505,0.1082703297741351,0.0090480611454919,0.0008702380710468,1850,0.0,False,8,A,8A
0.2694168664842065,0.0172749211443693,0.0025732485622573,0.0002474937811686,1850,0.0,False,8,A,8A
0.4765657106980699,0.0305572371167864,0.0026712863953463,0.0002569230117391,1850,0.0,False,8,A,8A
0.3622503378556939,0.0232273728910921,0.0018172676084412,0.0001747839048295,1850,0.0,False,8,A,8A
1.5892642585747765,0.1019031031824922,0.0132400677412154,0.0012734232037529,1850,0.0,False,8,A,8A
0.5586181054216348,0.0358184097636716,0.0041476436466673,0.000398918326084,1850,0.0,False,8,A,8A
0.5084855838410637,0.0326039289170409,0.002789395756251,0.0002682827119836,1850,0.0,False,8,A,8A
0.527094358935371,0.0337971174747673,0.0074785370163669,0.0007192820122152,1850,0.0,False,8,A,8A
3.91584288826338,0.2510825620951047,0.0290414144644536,0.0027931889603344,1850,0.0,False,8,A,8A
0.4363912426869458,0.0279812634000486,0.0048837376884054,0.000469715489,1850,0.0,False,8,A,8A
1.229280297047499,0.0788210495984938,0.0117329571343672,0.0011284700467983,1850,0.0,False,8,A,8A
0.4139196343658694,0.0265403912423417,0.0053776998608939,0.0005172245278144,1850,0.0,False,8,A,8A
0.415602663303216,0.0266483065059841,0.0022020074156408,0.0002117879902671,1850,0.0,False,8,A,8A
0.6749466976699451,0.0432773609575935,0.0083597574163817,0.0008040373568956,1850,0.0,False,8,A,8A
0.7272925557454007,0.0466337602145823,0.0086772942229985,0.0008345778907883,1850,0.0,False,8,A,8A
1.175674013774985,0.0753838322911294,0.0175538074334378,0.0016883165658108,1850,0.0,False,8,A,8A
0.4259636872742091,0.027312651965901,0.004778426693943,0.0004595867293456,1850,0.0,False,8,A,8A
21.19897348456352,0.6295310453127084,0.1167045244612009,0.003465692399223,3150,,True,8,B,8B
20.841392349746258,0.6253682768794296,0.1656380480353717,0.0049701468571419,3150,,True,8,B,8B
21.37753502623187,0.6315886530679818,0.2856562807158611,0.008439572914106,3150,,True,8,B,8B
21.20827818352637,0.6296386093539493,0.2323820254305663,0.0068990369734308,3150,,True,8,B,8B
21.599440458285024,0.6341265333615802,0.296752228067958,0.0087121915040108,3150,,True,8,B,8B
21.261358106884668,0.6302514980001362,0.2361648157715022,0.0070006454040543,3150,,True,8,B,8B
20.895218686048413,0.6259985482517061,0.1872559499784862,0.005609989280289,3150,,True,8,B,8B
21.373573526603916,0.6315431540373035,0.2619907741426875,0.0077412642123133,3150,,True,8,B,8B
21.61305115606236,0.6342815113210023,0.2719834418820052,0.007981939584815,3150,,True,8,B,8B
20.843363765918216,0.6253913839540495,0.1916072878098075,0.0057490503090002,3150,,True,8,B,8B
21.32007733045296,0.6309280682844433,0.1092589742723445,0.0032333163014341,3150,,True,8,B,8B
21.05943529305724,0.6279133846731446,0.2148546908098655,0.0064061611454415,3150,,True,8,B,8B
21.083542730201003,0.6281934760968844,0.1252514161860967,0.0037319213154482,3150,,True,8,B,8B
21.35116656183714,0.6312856753789341,0.1910944865615607,0.0056500524999803,3150,,True,8,B,8B
10.772085497298155,0.4745907599297883,0.0699511393213358,0.0030818697434952,2500,,True,8,B,8B
10.533922780484934,0.4698512293467267,0.0714665313008731,0.0031876669583214,2500,,True,8,B,8B
10.98151348828504,0.4786921685590224,0.1492368861356272,0.0065053445255491,2500,,True,8,B,8B
10.78497639898136,0.47484498177077,0.0768049298273456,0.003381596227435,2500,,True,8,B,8B
10.36861163979697,0.466512758962864,0.1278962962508041,0.0057544111109424,2500,,True,8,B,8B
10.734755969226027,0.4738532579870919,0.0943641616531593,0.0041654198348576,2500,,True,8,B,8B
10.70934878549749,0.4733501689432693,0.1329797413293182,0.0058776667269914,2500,,True,8,B,8B
10.275586312308311,0.4646160824707894,0.1318316755133332,0.0059608390957893,2500,,True,8,B,8B
11.003421524584224,0.4791177150214849,0.0665283477027023,0.0028968180364859,2500,,True,8,B,8B
10.664082092531611,0.4724515572833396,0.1456257766262629,0.0064516687278558,2500,,True,8,B,8B
10.575757602471104,0.4706896913408191,0.0634400015326973,0.0028234908422172,2500,,True,8,B,8B
10.979692004595435,0.478656758153737,0.1365434898568445,0.0059525771920123,2500,,True,8,B,8B
10.671643339392542,0.4726018635223688,0.1578575770976766,0.0069908431845825,2500,,True,8,B,8B
5.187295410635632,0.3325095340143382,0.0632493431014491,0.0040543304239537,1850,,True,8,B,8B
5.175526996117686,0.3321100058793491,0.0463018113765449,0.0029711553741336,1850,,True,8,B,8B
5.2175227953883265,0.3335328028680476,0.0578488211421118,0.0036980153637651,1850,,True,8,B,8B
5.262305004847931,0.3350411096480686,0.047841718543623,0.0030459926692883,1850,,True,8,B,8B
5.273204215654456,0.3354068298910753,0.075690590890699,0.00481436714851,1850,,True,8,B,8B
5.139464620417347,0.3308817101429731,0.0358088178752029,0.0023053924429551,1850,,True,8,B,8B
5.1868849418509315,0.3324956097117931,0.0463763004441602,0.0029728664632487,1850,,True,8,B,8B
5.185322211897035,0.3324425902147807,0.0343720231545905,0.0022036671862391,1850,,True,8,B,8B
5.22298947924497,0.3337174154034384,0.0438458347829329,0.0028014834642327,1850,,True,8,B,8B
5.245240236110715,0.3344674271419541,0.0390034356819594,0.0024870889025122,1850,,True,8,B,8B
5.053676512218378,0.3279351276487134,0.0633480656799296,0.0041106817887573,1850,,True,8,B,8B
5.191721329609905,0.3326596247239988,0.0403974771172406,0.002588468972896,1850,,True,8,B,8B
5.260431584055314,0.3349781934892345,0.036074258351514,0.0022971670101521,1850,,True,8,B,8B
1.8961549957590071,0.0574108944748372,0.0276712032144197,0.0012567236312073,3150,0.0,False,8,B,8B
1.574470107711433,0.0469010312041125,0.0199139538570731,0.0008898088633185,3150,0.0,False,8,B,8B
1.1734965201975458,0.0356526296446775,0.0067103129205204,0.0003058044449696,3150,0.0,False,8,B,8B
5.500776778402402,0.169004465380128,0.0614302645700585,0.0028310517150737,3150,0.0,False,8,B,8B
1.9105675405671456,0.0554665368132772,0.0207149055601154,0.0009020754677109,3150,0.0,False,8,B,8B
1.4193851404775597,0.0420023570370981,0.018059589241475,0.0008016273669828,3150,0.0,False,8,B,8B
4.117969922477641,0.1253860077330633,0.0314835194685783,0.0014379389200987,3150,0.0,False,8,B,8B
1.226832896703103,0.036848921955862,0.0148476862607605,0.0006689434645722,3150,0.0,False,8,B,8B
1.1880257944860515,0.0366377454257547,0.0078558688337678,0.0003634028702477,3150,0.0,False,8,B,8B
1.905859400365829,0.0560032063199228,0.0187161255460604,0.0008249530686243,3150,0.0,False,8,B,8B
1.1094673002333046,0.0329592734486907,0.0058807822247446,0.0002620532070618,3150,0.0,False,8,B,8B
1.761316292688382,0.0564375496186102,0.0170629153352401,0.0008201160134057,3150,0.0,False,8,B,8B
1.654408818659309,0.0489287538160907,0.015518182708822,0.0006884199354501,3150,0.0,False,8,B,8B
1.5870498527892998,0.0477870427472332,0.0152080963195409,0.0006868876371293,3150,0.0,False,8,B,8B
6.0471754737458765,0.1770905710061601,0.0495358306335356,0.0021759733706032,3150,0.0,False,8,B,8B
1.445348434126864,0.0424750857330912,0.0209584353250371,0.0009238720396858,3150,0.0,False,8,B,8B
2.8344540322883933,0.0829811366954897,0.0269169020289253,0.0011820239989276,3150,0.0,False,8,B,8B
1.4140825099956098,0.0418295556005793,0.019897361649367,0.0008828669361941,3150,0.0,False,8,B,8B
2.381441116034717,0.069716071969285,0.0149032256411196,0.0006544321069131,3150,0.0,False,8,B,8B
7.495286429119414,0.2205574397362856,0.0619520533290929,0.0027345158316269,3150,0.0,False,8,B,8B
4.284670704439946,0.1297648648160516,0.0269661236644186,0.0012250376866652,3150,0.0,False,8,B,8B
3.3858502125279837,0.0997595683167941,0.0237863564417577,0.0010512499822108,3150,0.0,False,8,B,8B
1.8736100923779735,0.0555190317735652,0.0210870723354491,0.0009372818633123,3150,0.0,False,8,B,8B
2.990052511027345,0.0877964645662437,0.0269123098709412,0.0011853331929451,3150,0.0,False,8,B,8B
1.2208566624646828,0.0357089337347128,0.0100380748336962,0.0004404066751827,3150,0.0,False,8,B,8B
1.8304155255913768,0.0552490720849081,0.0258577645981739,0.0011707321208752,3150,0.0,False,8,B,8B
1.140084426253829,0.0339495766888711,0.0143945930058899,0.0006429659873054,3150,0.0,False,8,B,8B
2.1024976850370356,0.061827885737737,0.0159329042710079,0.0007028053764926,3150,0.0,False,8,B,8B
16.81525238536827,0.4994281192378863,0.2142827980212872,0.0095465877360775,3150,0.0,False,8,B,8B
6.4556751788848,0.1905532118795002,0.0595729920188897,0.0026376385093539,3150,0.0,False,8,B,8B
1.6524920544581665,0.0491548374278177,0.0213293424625056,0.0009516902290315,3150,0.0,False,8,B,8B
3.3018806065951147,0.1011028734913134,0.0223324801429554,0.0010257236028449,3150,0.0,False,8,B,8B
2.339594782559225,0.069123466950913,0.0349077369149263,0.0015470267438773,3150,0.0,False,8,B,8B
1.0841693904510528,0.0315227271554273,0.0088720442086576,0.0003869381916197,3150,0.0,False,8,B,8B
2.112843923391568,0.0640913057795452,0.0272021022410133,0.0012377286130368,3150,0.0,False,8,B,8B
1.868569773450301,0.0562726784654624,0.0238172365710056,0.0010758974975453,3150,0.0,False,8,B,8B
11.877225009133303,0.3539707761103144,0.1616253935633878,0.0072252566514619,3150,0.0,False,8,B,8B
1.2710986058694969,0.0378205650455465,0.0157336274791548,0.000702213044759,3150,0.0,False,8,B,8B
4.079344035922204,0.119810438261057,0.0275882514644871,0.001215401472532,3150,0.0,False,8,B,8B
4.816143940474438,0.1420264234669144,0.0555561384161037,0.0024574970365487,3150,0.0,False,8,B,8B
1.0344892977235076,0.0493567466127827,0.0071617764326856,0.0005125456379249,2500,0.0,False,8,B,8B
1.9650227863898335,0.0894434652141785,0.0206505967650052,0.0014099538281661,2500,0.0,False,8,B,8B
0.6174743645503237,0.0282514252579798,0.0060894832521942,0.0004179199757168,2500,0.0,False,8,B,8B
1.735732064148089,0.0784574329009214,0.0153676419654182,0.001041957249553,2500,0.0,False,8,B,8B
1.6776263785237957,0.0759214002832145,0.0094966941657231,0.0006446628954632,2500,0.0,False,8,B,8B
1.1359659927005188,0.0473696943355772,0.0123339930122514,0.0007714898368637,2500,0.0,False,8,B,8B
2.1375009788999324,0.0983348987351333,0.0197234490152081,0.001361054367294,2500,0.0,False,8,B,8B
2.3564593668594043,0.1063507167264967,0.0130847215760902,0.000885801090412,2500,0.0,False,8,B,8B
1.3547659806214658,0.060157917098825,0.0193686370165185,0.0012900864909035,2500,0.0,False,8,B,8B
3.4329886567216685,0.157299098910875,0.0464271315700556,0.0031909277999014,2500,0.0,False,8,B,8B
0.6791138782107484,0.0308302708672285,0.006120615451239,0.000416793644535,2500,0.0,False,8,B,8B
1.456769750508179,0.0654151421734778,0.0215402949290271,0.001450875941187,2500,0.0,False,8,B,8B
1.0188002682843076,0.0449471599954576,0.0083652225647278,0.0005535820053045,2500,0.0,False,8,B,8B
2.3593773399047584,0.0990983411553556,0.0214389393842438,0.0013507144193356,2500,0.0,False,8,B,8B
1.150962855499528,0.0510856122305395,0.0095445028845721,0.0006354507067253,2500,0.0,False,8,B,8B
1.087842742280092,0.0491159941752087,0.0089280945094758,0.0006046539001639,2500,0.0,False,8,B,8B
1.444324063889582,0.0618900506397646,0.0128414377557643,0.0008253936074962,2500,0.0,False,8,B,8B
2.01931200222728,0.0914867357029722,0.0288257769627863,0.0019589663971083,2500,0.0,False,8,B,8B
0.8550969027822727,0.0381911356434254,0.0121757282237683,0.0008157056000993,2500,0.0,False,8,B,8B
0.899841652705892,0.0392962439875388,0.0047379581849877,0.000310361206797,2500,0.0,False,8,B,8B
0.7093331842354027,0.0312619708323513,0.0091266333755865,0.0006033480867514,2500,0.0,False,8,B,8B
1.4630848888173058,0.0642683568077795,0.0096649677787231,0.0006368238806438,2500,0.0,False,8,B,8B
0.6486841262112439,0.030083820026326,0.0087938352517168,0.000611743404141,2500,0.0,False,8,B,8B
2.341009372733428,0.1014671905821321,0.022983176755469,0.0014942518405898,2500,0.0,False,8,B,8B
0.8342217123847172,0.0402344533332217,0.0076549793763511,0.0005537986591192,2500,0.0,False,8,B,8B
3.2412425665547695,0.1406914181660541,0.0445455069230679,0.002900355533369,2500,0.0,False,8,B,8B
6.614691821655991,0.298979352990099,0.0772814779612698,0.0052396015344206,2500,0.0,False,8,B,8B
1.314371454012472,0.0575213246564925,0.0093889023276,0.0006163350139398,2500,0.0,False,8,B,8B
2.9238006984547833,0.1257423250520083,0.026460222690989,0.0017069408617611,2500,0.0,False,8,B,8B
0.7082139709688183,0.0288875331158998,0.0080328067248914,0.0004914785215861,2500,0.0,False,8,B,8B
1.126268363023333,0.0513413019546123,0.0164289613740622,0.0011233791533158,2500,0.0,False,8,B,8B
5.627657862210878,0.2504069984336914,0.0808060817932764,0.005393293860199,2500,0.0,False,8,B,8B
0.6263582000071322,0.027976085556923,0.0088676340085026,0.0005941049890618,2500,0.0,False,8,B,8B
0.8586000594664224,0.040020577316225,0.0069602773151732,0.0004866427273613,2500,0.0,False,8,B,8B
