sample_id,u238_pb206_ratio_tw,u238_pb206_ratio_tw_1sigma_abs,pb207_pb206_ratio_tw,pb207_pb206_ratio_tw_1sigma_abs
5A,2.935551452,0.037132926,0.151086652,0.001065991
5A,8.134821775,0.10071024,0.094738519,0.000654199
5A,5.073982164,0.062599672,0.103197761,0.000710152
5A,4.33621672,0.063498949,0.136584714,0.001115618
5A,6.145038976,0.055479946,0.093057307,0.000468619
5A,6.658568114,0.05404218,0.10147985,0.000459399
5A,3.055131747,0.040534161,0.146026752,0.001080641
5A,3.449451068,0.031669602,0.148307258,0.000759474
5A,3.517071242,0.070756635,0.115454726,0.001295554
5A,3.194284081,0.068535822,0.144197034,0.001725672
5A,3.919356222,0.029939557,0.143872461,0.000613008
5A,2.913850393,0.05898079,0.149436405,0.001687165
5A,5.75937382,0.122570448,0.126053186,0.001496312
5A,5.532491528,0.091347016,0.116598728,0.001073804
5A,3.355106405,0.033491734,0.144199743,0.000802885
5A,5.803866765,0.05604086,0.105584307,0.000568649
5A,3.587779887,0.058371681,0.123320432,0.001119101
5A,7.732407925,0.126954649,0.103645968,0.00094917
5A,5.37627557,0.060778621,0.122637985,0.000773307
5A,4.089773889,0.091002606,0.12302216,0.001526847
5A,3.086657484,0.064340901,0.139166632,0.001618049
5A,3.500851499,0.050926933,0.136444886,0.001107105
5A,5.341750818,0.085729798,0.108656585,0.000972662
5A,7.732859215,0.060680531,0.104010197,0.000455243
5A,4.553584688,0.07383565,0.102968322,0.000931267
5A,5.353698113,0.050681481,0.119530131,0.000631147
5A,3.89866574,0.080762969,0.140660272,0.00162527
5A,3.074744756,0.04526753,0.144680067,0.001188076
5A,5.014810347,0.103559153,0.101232045,0.00116603
5A,10.53331917,0.166357701,0.069035823,0.000608149
5A,5.754234233,0.116690101,0.124017379,0.001402771
5A,4.255266057,0.045115194,0.122764934,0.000725986
5A,3.93391158,0.053908432,0.108631446,0.00083032
5A,3.646042714,0.040733398,0.133081484,0.000829286
5B,1.68856552,0.024315664,0.222536385,0.001755213
5B,1.687027432,0.021549392,0.222839157,0.001559068
5B,1.68803132,0.016721772,0.222641438,0.001208004
5B,1.688043856,0.017497723,0.222638971,0.001264037
5B,1.688264018,0.01066569,0.222595663,0.00077024
5B,1.687425549,0.024505633,0.2227607,0.001771905
5B,1.683355948,0.024462622,0.223565611,0.001779478
5B,1.686358226,0.01778124,0.222971177,0.00128772
5B,1.691502682,0.012740138,0.221960744,0.000915668
5B,1.684144606,0.010424069,0.22340912,0.00075739
5B,1.686702663,0.013856819,0.222903205,0.001003002
5B,1.685721925,0.016267455,0.223096867,0.001179201
5B,1.686429419,0.017402031,0.222957124,0.001260125
5B,1.686266097,0.025101823,0.222989366,0.001818126
5B,1.686100824,0.020934875,0.223022003,0.001516684
5B,1.693526599,0.011056648,0.221566014,0.00079231
5B,1.68576841,0.014183837,0.223087679,0.001028092
5B,1.689954489,0.014236239,0.222263753,0.001025533
5B,1.689150639,0.018964242,0.222421445,0.001367743
5B,1.687453465,0.021829495,0.222755201,0.001578339
5B,1.681775078,0.023944833,0.223880034,0.001745902
5B,1.690978362,0.019260474,0.22206326,0.001385372
5B,1.687571977,0.025201668,0.222731859,0.001821839
5B,1.688346966,0.009489575,0.222579351,0.000685221
5B,1.684200467,0.010594127,0.223398044,0.000769682
5B,1.688441895,0.019117937,0.222560686,0.00138027
5B,1.6866622,0.023981848,0.222911188,0.001735989
5B,1.690969074,0.020734327,0.222065077,0.001491404
5B,1.683568383,0.019528573,0.223523434,0.001420115
5B,1.69244232,0.016463808,0.221777289,0.001181664
5B,1.685818135,0.014206619,0.223077852,0.001029668
5B,1.686639847,0.019870204,0.222915598,0.001438405
5B,1.686130681,0.009109384,0.223016106,0.000659925
5B,1.692397883,0.023566432,0.221785957,0.001691555
5B,1.688511693,0.019586663,0.222546965,0.001413965
5B,1.684389136,0.024382132,0.223360648,0.00177091
5B,1.681154353,0.020821277,0.22400376,0.001519552
5B,1.687832763,0.017921728,0.222680513,0.00129507
5B,1.684752994,0.016998048,0.223288565,0.001233928
5B,1.686986864,0.015508487,0.222847155,0.001122084
5B,3.06164416,0.02717471,0.139031545,0.000688306
5B,3.107248532,0.032524029,0.130294711,0.000760699
5B,3.335971556,0.038788302,0.122853153,0.000796751
5B,1.985912115,0.031042161,0.206803599,0.00180305
5B,3.178605649,0.039120268,0.132160838,0.000907247
5B,2.984408013,0.046760379,0.138995477,0.001214726
5B,2.730823061,0.05832524,0.157088405,0.001871392
5B,3.485140859,0.051263336,0.114478022,0.000939218
5B,2.666869967,0.043441767,0.164286933,0.001492679
5B,2.567637718,0.019546413,0.166262204,0.000705967
5B,2.405955791,0.022220355,0.178397153,0.000918986
5B,2.509873386,0.042153394,0.17890709,0.001675969
5B,3.681329518,0.042554263,0.104507765,0.000673821
5B,3.569303549,0.049443531,0.112234635,0.000867183
5B,2.863627335,0.064406783,0.148131116,0.001858314
5B,2.795296655,0.04030296,0.161976521,0.001302623
5B,2.595167921,0.051856129,0.171739772,0.001914094
5B,3.443047278,0.051194194,0.114915535,0.000953047
5B,3.589721445,0.055667965,0.105304766,0.000910857
5B,3.085263377,0.061232819,0.128144624,0.001418568
5B,2.832137678,0.032178123,0.159650199,0.001011751
5B,3.289116118,0.035482453,0.113521019,0.000683075
5B,2.131479332,0.021592307,0.193790308,0.001094984
5B,3.441493843,0.048975701,0.113594403,0.000901672
5B,2.524632478,0.027296248,0.165690246,0.000999216
5B,3.082852758,0.061435718,0.134047898,0.001489999
5B,3.198386758,0.036470468,0.121839113,0.000774916
5B,2.578082175,0.029803794,0.169673176,0.001094072
5B,2.792559116,0.020988908,0.158768512,0.000665594
5B,2.138030968,0.031106938,0.194458768,0.001578078
5B,2.700247266,0.028169783,0.170484178,0.000992023
5B,3.141614614,0.031862489,0.132991592,0.000752331
5B,1.97082734,0.025345912,0.201191541,0.001443201
5B,2.255640772,0.020295051,0.185060409,0.000928734
5B,1.906447874,0.035868049,0.215863315,0.002265267
5B,3.435547051,0.042460098,0.119792669,0.000825797
5B,2.727362132,0.025693904,0.154960653,0.000814266
5B,2.374764968,0.030587191,0.175915155,0.001263805
5B,2.56295818,0.03427285,0.161093084,0.001201554
5B,2.393909553,0.037862038,0.181991316,0.001605479
5B,2.374275693,0.043560141,0.178413472,0.001825759
5B,2.51987841,0.050150238,0.171956012,0.001908836
5B,3.666026497,0.04907809,0.109768047,0.000819645
5B,3.651820555,0.058210093,0.111732082,0.000993401
5B,3.356018655,0.038779221,0.124693696,0.000803669
5B,2.026811739,0.044496014,0.206163521,0.002524511
5B,2.711375606,0.035382816,0.167007296,0.001215615
5B,2.571136261,0.031000059,0.171055054,0.001150353
5B,3.548473835,0.035310421,0.116255474,0.000645257
5B,3.110097045,0.047689492,0.141222772,0.001207845
5B,2.143469107,0.046534279,0.190287609,0.00230422
5B,2.552514872,0.052508131,0.173606455,0.001991966
5B,3.034219054,0.067976049,0.138104364,0.001725735
5B,3.674083338,0.057034531,0.103666833,0.000897607
5B,3.635433466,0.08009327,0.109205598,0.001341969
5B,2.347215062,0.048140314,0.189617738,0.002169166
5B,3.187516694,0.029975499,0.123227552,0.000646368
5B,3.384935944,0.061174508,0.127272959,0.001282962
5B,2.714247239,0.024011041,0.161401117,0.00079639
5B,1.853751426,0.014881249,0.22033495,0.000986573
5B,2.014122922,0.043389553,0.201324367,0.002419097
5B,2.899710736,0.056569744,0.151908355,0.001652985
5B,2.995606647,0.032618964,0.138322438,0.000840109
5B,2.624701315,0.026882536,0.16524426,0.000944005
5B,2.371090634,0.043458776,0.185692075,0.001898368
5B,2.045434643,0.031281331,0.193052506,0.00164677
5B,2.766571481,0.038251976,0.163111454,0.001257923
5B,2.684500333,0.046234494,0.164843235,0.001583549
5B,3.359514303,0.042716576,0.121575266,0.00086223
5B,3.102913971,0.06107107,0.139765227,0.001534344
5B,2.75765392,0.026107613,0.149063859,0.00078715
5B,2.109586788,0.019325637,0.196361185,0.001003344
5B,3.65576759,0.066251148,0.111171569,0.001123741
5B,3.437139331,0.054147302,0.144717961,0.001271627
5B,3.446515856,0.068269814,0.117897456,0.001302599
5B,3.13632448,0.038287313,0.145318976,0.000989496
5B,3.147443564,0.067512822,0.145362398,0.001739154
5B,5.523846522,0.107006697,0.11434961,0.001235554
5B,3.089580892,0.048761127,0.138879175,0.001222557
5B,3.520444164,0.073395928,0.124436431,0.001447038
5B,3.353697594,0.040058222,0.136892462,0.000912021
5B,2.912738082,0.030230777,0.146991689,0.000850939
5B,4.02392933,0.044379296,0.133331785,0.000820203
5B,4.777232221,0.091138795,0.127705777,0.001358924
5B,4.023304924,0.042727382,0.134213143,0.000795017
5B,3.530024353,0.036826758,0.136136802,0.000792171
5B,4.554043949,0.061708735,0.128806743,0.000973522
5B,4.128896532,0.042447654,0.101244344,0.000580561
5B,3.845188829,0.043531095,0.129544849,0.000818012
5B,5.454411311,0.054157524,0.122419927,0.000677986
5B,4.105184694,0.033900779,0.129777685,0.000597771
5B,4.110612031,0.075740594,0.116752958,0.001199908
5B,5.845642194,0.064740943,0.117555656,0.000726186
5B,4.232855118,0.078510354,0.132437939,0.001370136
5B,3.662855332,0.081545339,0.124072289,0.001540678
5B,4.296980659,0.0505358,0.130865729,0.000858459
5B,4.711034578,0.078181704,0.102895716,0.000952454
5B,3.365853187,0.028031328,0.132701205,0.000616426
5B,3.164467978,0.064868848,0.133394271,0.001525213
5B,4.51224371,0.035681614,0.105403742,0.000464907
5B,5.717676167,0.097809932,0.094687225,0.000903468
5B,7.275687927,0.153105141,0.101623287,0.001192797
5B,3.700473189,0.082695755,0.107810426,0.00134383
5B,3.16456222,0.05404127,0.150292947,0.001431556
5B,4.649521783,0.053053632,0.117811699,0.000749813
5B,3.500865651,0.066430207,0.141955176,0.001502447
5B,3.444554085,0.054473156,0.145657306,0.001284812
5B,4.831174603,0.041601526,0.113621592,0.000545727
5B,3.210784365,0.060704134,0.13463176,0.001419752
5B,4.256657387,0.079015169,0.121369119,0.001256631
5B,3.704191484,0.052816759,0.150811388,0.001199417
5B,2.95198097,0.02356341,0.140079655,0.000623674
5B,3.671117234,0.050235124,0.126503274,0.000965537
5B,4.05412309,0.044024473,0.107052471,0.000648413
5B,3.167563088,0.054119108,0.14584583,0.001389879
5B,4.712285623,0.105010064,0.112050837,0.001392747
5B,8.152974057,0.122967576,0.084712681,0.000712657
5B,4.318990661,0.087493306,0.124528007,0.001407075
5B,3.633218661,0.062993083,0.130045233,0.001257632
5B,2.965870528,0.049228987,0.147700166,0.001367437
5C,1.685143203,0.015888398,0.22321132,0.00115271
5C,1.682490218,0.021918679,0.223737676,0.001596473
5C,1.68642757,0.008617926,0.222957489,0.000624048
5C,1.688182223,0.023700461,0.222611751,0.001711773
5C,1.688751708,0.010977554,0.222499796,0.000792191
5C,1.684384301,0.019538626,0.223361606,0.001419129
5C,1.689616376,0.018576095,0.22233005,0.001338829
5C,1.691197662,0.01681158,0.222020369,0.001208837
5C,1.684882787,0.016465229,0.223262865,0.00119502
5C,1.682445355,0.012187902,0.223746601,0.000887779
5C,1.68490024,0.01435893,0.22325941,0.001042121
5C,1.689054741,0.008756698,0.222440274,0.000631642
5C,1.694533415,0.019385622,0.221370235,0.001387105
5C,1.691194439,0.021590607,0.222020999,0.00155248
5C,1.69295267,0.020513606,0.22167779,0.001471228
5C,1.683849344,0.016417909,0.223467679,0.001193411
5C,1.691453452,0.012610902,0.221970365,0.000906446
5C,1.688384219,0.012216985,0.222572026,0.000882112
5C,1.692916661,0.015472079,0.221684807,0.00110971
5C,1.689030647,0.022369784,0.222445005,0.001613643
5C,1.689399202,0.011848573,0.222372657,0.000854232
5C,1.685328109,0.008727656,0.223174737,0.000633022
5C,1.685271357,0.02446894,0.223185964,0.001774896
5C,1.68733286,0.02131134,0.222778961,0.00154115
5C,1.689100633,0.023747103,0.222431263,0.001712819
5C,1.690195448,0.01775252,0.222216532,0.00127838
5C,1.68550742,0.022750797,0.223139274,0.001649691
5C,1.683268369,0.018764011,0.223583004,0.001365123
5C,1.68961587,0.018110012,0.22233015,0.001305238
5C,1.688563337,0.020934302,0.222536814,0.001511136
5C,1.691300974,0.020799294,0.22200017,0.001495346
5C,1.694227516,0.016475832,0.221429677,0.00117943
5C,1.687640546,0.013707257,0.222718356,0.000990803
5C,1.689499792,0.020833635,0.22235292,0.001501794
5C,1.684404323,0.011366485,0.223357638,0.000825546
5C,1.693511377,0.016324134,0.221568977,0.0011698
5C,1.690487334,0.020863088,0.222159362,0.00150173
5C,1.692206453,0.023006581,0.221823308,0.001651835
5C,1.687563829,0.022811175,0.222733463,0.001649049
5C,1.689831696,0.018903482,0.222287825,0.001361992
5C,3.113567944,0.036667979,0.135058421,0.000887172
5C,2.394543721,0.052188188,0.189180248,0.002299763
5C,3.067586823,0.030032755,0.136411409,0.000744915
5C,3.156561224,0.043293205,0.129741008,0.000992523
5C,2.795803319,0.048283593,0.140967529,0.001357906
5C,1.921978923,0.037775608,0.210133134,0.002303643
5C,2.489073852,0.031542711,0.1761268,0.001244929
5C,2.571236833,0.042478353,0.170344344,0.00156968
5C,3.318176877,0.073713539,0.118888032,0.001473139
5C,2.699574613,0.023919652,0.161065037,0.00079601
5C,2.594401675,0.039092908,0.169830386,0.001427361
5C,3.503499273,0.054167075,0.115401333,0.000995181
5C,3.144951406,0.040044383,0.143983516,0.001022582
5C,3.205340223,0.03432106,0.137405644,0.000820633
5C,3.593478521,0.03980495,0.11884871,0.000734301
5C,3.193653869,0.049497634,0.134245,0.00116052
5C,2.075925997,0.016801306,0.197507339,0.000891604
5C,2.485600836,0.026177638,0.176641763,0.001037648
5C,3.309434445,0.040437065,0.120446554,0.000820877
5C,3.337906907,0.063430691,0.130920454,0.001387684
5C,3.41290711,0.065020525,0.135137514,0.001436017
5C,3.5043227,0.049842827,0.116839139,0.000926925
5C,2.25695628,0.04718426,0.189548336,0.002210303
5C,2.600135212,0.039106527,0.16892151,0.001417085
5C,2.032421768,0.023069667,0.213565779,0.001352125
5C,2.053369195,0.018948061,0.197551256,0.001016799
5C,2.88061014,0.024522374,0.159871234,0.000759112
5C,2.778095285,0.058120333,0.146393597,0.001708287
5C,2.086315256,0.020538459,0.190909043,0.001048268
5C,1.922612139,0.017707811,0.221391889,0.001137346
5C,2.095530391,0.016934547,0.202995281,0.000915005
5C,3.100903649,0.058072846,0.129470481,0.001352426
5C,3.551989923,0.042457032,0.113878098,0.000759234
5C,3.019924408,0.039811722,0.140367376,0.001032141
5C,2.949201168,0.024716607,0.151542258,0.000708396
5C,2.609710456,0.041573047,0.184321361,0.00163777
5C,2.992036045,0.047402392,0.146684284,0.001296208
5C,2.169986356,0.027310047,0.183783007,0.001290115
5C,3.176316903,0.033341557,0.131010114,0.000767052
5C,2.321718066,0.027830149,0.195266197,0.001305542
5C,3.303745021,0.050632249,0.112650488,0.000962967
5C,2.616757555,0.034725032,0.160692865,0.001189415
5C,2.077512123,0.031047029,0.196917192,0.001641413
5C,3.648509279,0.04174239,0.112751342,0.000719517
5C,2.500914776,0.051327641,0.177459441,0.002031465
5C,2.483198548,0.045736081,0.18616204,0.001912478
5C,2.313070319,0.020433504,0.176519864,0.000869772
5C,3.400873304,0.067883333,0.121868574,0.00135682
5C,1.811346263,0.020739479,0.219431108,0.001401368
5C,2.600956013,0.031425295,0.181012195,0.001219865
5C,2.198169461,0.020897549,0.206382771,0.001094373
5C,3.155100908,0.025899451,0.132674125,0.000607465
5C,3.338817007,0.054696475,0.132125505,0.001207289
5C,3.276912082,0.037239685,0.11496271,0.000728712
5C,2.106421523,0.039592508,0.20410025,0.00213978
5C,3.574992495,0.044497148,0.110657201,0.000768236
5C,3.687122893,0.054594238,0.107434209,0.000887278
5C,1.926857113,0.018030865,0.21731306,0.001134255
5C,3.161132916,0.051503215,0.141481737,0.00128573
5C,2.380600116,0.033463907,0.188767924,0.001480049
5C,3.278487859,0.04826141,0.12921523,0.001060957
5C,2.900103151,0.050345818,0.155223157,0.001503018
5C,3.223557009,0.037384713,0.113843557,0.000736419
5C,2.786560785,0.030167502,0.170933348,0.00103218
5C,3.262461791,0.046306568,0.12212396,0.000966843
5C,3.508848745,0.033843236,0.10589796,0.000569708
5C,2.119181897,0.019255421,0.216031001,0.00109486
5C,2.397777997,0.021969189,0.169659746,0.000867045
5C,2.97396379,0.061724601,0.142270596,0.001647007
5C,2.790114953,0.022343706,0.180831754,0.000807729
5C,3.150122866,0.068059259,0.130867149,0.00157706
5C,2.141979744,0.045373729,0.194739774,0.00230092
5C,8.122734432,0.145051188,0.101622732,0.001012203
5C,6.723786609,0.101581972,0.114727081,0.000966777
5C,3.359348484,0.041303134,0.12900588,0.000884698
5C,3.996707888,0.031476485,0.147865903,0.000649546
5C,3.008430974,0.04981712,0.149438211,0.001380251
5C,3.068367997,0.057578328,0.134396281,0.001406684
5C,4.776423755,0.04132135,0.090805917,0.000438171
5C,2.963752604,0.056355505,0.154145223,0.001634866
5C,3.837804647,0.083040764,0.117980414,0.001423889
5C,4.559577011,0.076204129,0.101336546,0.000944665
5C,3.935176672,0.045518457,0.142181594,0.000917328
5C,3.688812525,0.040300437,0.144389112,0.000879864
5C,4.531331067,0.039587611,0.128214108,0.00062478
5C,6.553502189,0.130047948,0.119448542,0.001322113
5C,5.413581788,0.099832711,0.12564382,0.001292371
5C,5.96302274,0.085229797,0.08583291,0.000684284
5C,4.337053974,0.058165364,0.106023255,0.000793101
5C,4.356150836,0.072809697,0.117096969,0.001091666
5C,3.722751908,0.069558577,0.12466368,0.001299225
5C,6.602950519,0.073172445,0.123691358,0.000764551
5C,3.694951993,0.076200118,0.134821012,0.001550823
5C,3.017552136,0.04018764,0.155127039,0.001152346
5C,4.990824354,0.110196978,0.11091287,0.001365957
5C,3.056222023,0.023478245,0.140238127,0.000600903
5C,4.734773074,0.091242077,0.105580809,0.001134851
5C,4.009599114,0.046433876,0.15465539,0.00099898
5C,3.422701554,0.034653715,0.139441566,0.000787464
5C,4.328534041,0.047092113,0.112282925,0.000681363
5C,3.70145377,0.065191099,0.130483499,0.001281827
5C,5.779745151,0.081950902,0.124211904,0.00098235
5C,8.023413854,0.150931314,0.097553499,0.001023578
5C,4.442804266,0.075824677,0.118456794,0.001127642
5C,3.479391108,0.069719846,0.136592362,0.001526642
5C,6.282235252,0.111147054,0.11532617,0.001138071
5C,7.059853413,0.08776597,0.077301351,0.000536013
5C,3.426557926,0.054414132,0.118750312,0.001051831
5C,4.006053144,0.08748382,0.144510786,0.001760229
5C,5.288046196,0.075451056,0.116217159,0.000924907
5C,6.212225095,0.050846654,0.136857361,0.0006248
5C,4.088159146,0.034598634,0.126078647,0.000595156
5C,3.858200535,0.08331079,0.116648702,0.001404928
5C,4.421040616,0.040071221,0.124108256,0.000627432
5C,3.223164846,0.046304076,0.155303974,0.001244449
5C,2.864460181,0.021525988,0.15019954,0.000629574
5C,3.064521276,0.066256493,0.152094689,0.001834162
5C,2.918030371,0.025756233,0.177429895,0.000873529
5C,4.011830193,0.0900898,0.108686913,0.001361345
5C,5.734529211,0.055841485,0.106670159,0.000579375
6A,1.694018508,0.01987954,0.221470312,0.001423522
6A,1.677198846,0.010985404,0.224795779,0.000806455
6A,1.67245656,0.022651631,0.225753573,0.001674711
6A,1.684881496,0.020367893,0.223263121,0.001478272
6A,1.670955279,0.008479814,0.226058674,0.000628352
6A,1.686116246,0.019797438,0.223018957,0.001434247
6A,1.69687867,0.018492414,0.220915686,0.001318651
6A,1.680790003,0.018289455,0.224076455,0.001335501
6A,1.655657115,0.01982289,0.229220534,0.001503179
6A,1.700800315,0.012035495,0.220160246,0.000853317
6A,1.671433754,0.023097664,0.225961336,0.001710305
6A,1.681425834,0.016339953,0.223949628,0.001192021
6A,1.694620686,0.009928549,0.221353283,0.00071033
6A,1.707638341,0.008729221,0.218856744,0.000612774
6A,1.711386716,0.012364465,0.218149516,0.000863261
6A,1.693130829,0.011321033,0.221643079,0.000811728
6A,1.683272154,0.015457106,0.223582252,0.001124532
6A,1.678057886,0.021787078,0.224623243,0.001597377
6A,1.675478132,0.023042758,0.225142265,0.001695951
6A,1.684249407,0.021502621,0.223388342,0.00156209
6A,1.685952999,0.023828941,0.223051204,0.00172673
6A,1.690960658,0.014142875,0.222066723,0.001017298
6A,1.683007254,0.008613784,0.223634879,0.000626914
6A,1.694468354,0.024905189,0.221382875,0.001782219
6A,1.700298248,0.018570296,0.220256639,0.001317599
6A,1.686617454,0.017590437,0.222920016,0.001273414
6A,1.678949726,0.013153993,0.22444443,0.00096314
6A,1.70239539,0.011632777,0.219854631,0.000822847
6A,1.693129802,0.019484745,0.221643279,0.001397075
6A,1.687012263,0.024134301,0.222842148,0.001746121
6A,1.687235296,0.022263542,0.222798186,0.001610241
6A,1.681723458,0.02034887,0.223890317,0.001483821
